date,year,month,temperature,rainfall,humidity,wind_speed,anomaly,city,season,temp_7day_avg,temp_30day_avg,rain_7day_sum,rain_30day_sum,yearly_avg_temp,month_name,is_anomaly,season_code,heat_index
1999-11-07,1999,11,21.42,2.85,72.0,30.3,Normal,Mumbai,Autumn,21.53,22.84,4.78,29.78,27.33,Nov,0,3,23.07
1999-11-08,1999,11,23.5,2.47,60.8,7.7,Normal,Mumbai,Autumn,21.68,22.77,6.83,31.65,27.33,Nov,0,3,24.95
1999-11-09,1999,11,19.23,1.52,58.4,13.7,Normal,Mumbai,Autumn,21.31,22.62,8.26,32.72,27.33,Nov,0,3,24.94
1999-11-10,1999,11,18.8,0.03,59.3,1.6,Normal,Mumbai,Autumn,20.76,22.4,8.06,32.28,27.33,Nov,0,3,25.05
1999-11-11,1999,11,21.16,0.5,61.7,3.8,Normal,Mumbai,Autumn,20.79,22.33,8.44,32.56,27.33,Nov,0,3,24.23
1999-11-12,1999,11,20.91,1.38,50.8,16.2,Normal,Mumbai,Autumn,20.79,22.23,9.49,33.52,27.33,Nov,0,3,24.96
1999-11-13,1999,11,21.01,0.17,41.3,21.6,Normal,Mumbai,Autumn,20.86,22.13,8.92,33.67,27.33,Nov,0,3,25.04
1999-11-14,1999,11,21.03,1.94,62.8,9.1,Normal,Mumbai,Autumn,20.81,22.09,8.01,34.84,27.33,Nov,0,3,24.12
1999-11-15,1999,11,20.25,2.95,68.3,4.2,Normal,Mumbai,Autumn,20.34,21.94,8.49,36.03,27.33,Nov,0,3,23.43
1999-11-16,1999,11,22.75,0.52,50.0,14.0,Normal,Mumbai,Autumn,20.84,21.94,7.49,34.17,27.33,Nov,0,3,25.02
1999-11-17,1999,11,18.04,1.47,70.7,8.6,Normal,Mumbai,Autumn,20.74,21.77,8.93,33.58,27.33,Nov,0,3,23.63
1999-11-18,1999,11,19.12,0.19,43.5,28.5,Normal,Mumbai,Autumn,20.44,21.68,8.62,33.12,27.33,Nov,0,3,25.59
1999-11-19,1999,11,20.14,1.41,54.4,13.2,Normal,Mumbai,Autumn,20.33,21.71,8.65,32.96,27.33,Nov,0,3,24.94
1999-11-20,1999,11,17.76,0.03,77.1,22.4,Normal,Mumbai,Autumn,19.87,21.54,8.51,32.58,27.33,Nov,0,3,22.2
1999-11-21,1999,11,19.9,0.2,63.6,24.8,Normal,Mumbai,Autumn,19.71,21.32,6.77,32.71,27.33,Nov,0,3,24.13
1999-11-22,1999,11,22.59,1.48,57.0,6.1,Normal,Mumbai,Autumn,20.04,21.27,5.3,32.84,27.33,Nov,0,3,24.77
1999-11-23,1999,11,20.06,1.49,62.5,7.5,Normal,Mumbai,Autumn,19.66,21.18,6.27,33.07,27.33,Nov,0,3,24.24
1999-11-24,1999,11,20.32,1.23,72.0,3.8,Normal,Mumbai,Autumn,19.98,21.12,6.03,32.36,27.33,Nov,0,3,22.84
1999-11-25,1999,11,18.02,0.78,45.5,3.0,Normal,Mumbai,Autumn,19.83,20.97,6.62,31.99,27.33,Nov,0,3,26.19
1999-11-26,1999,11,18.93,1.35,73.2,14.4,Normal,Mumbai,Autumn,19.65,20.83,6.56,33.14,27.33,Nov,0,3,22.73
1999-11-27,1999,11,19.24,1.78,55.1,18.2,Normal,Mumbai,Autumn,19.87,20.78,8.31,32.62,27.33,Nov,0,3,25.21
1999-11-28,1999,11,19.28,4.07,67.1,31.4,Normal,Mumbai,Autumn,19.78,20.63,12.18,35.51,27.33,Nov,0,3,23.79
1999-11-29,1999,11,21.63,2.63,53.9,18.2,Normal,Mumbai,Autumn,19.64,20.58,13.33,36.16,27.33,Nov,0,3,24.78
1999-11-30,1999,11,20.49,1.9,59.6,7.9,Normal,Mumbai,Autumn,19.7,20.5,13.74,36.27,27.33,Nov,0,3,24.46
1999-12-01,1999,12,17.95,1.42,59.7,14.2,Normal,Mumbai,Winter,19.36,20.34,13.93,37.27,27.33,Dec,0,0,25.51
1999-12-02,1999,12,19.94,1.02,46.7,19.4,Normal,Mumbai,Winter,19.64,20.28,14.17,38.2,27.33,Dec,0,0,25.29
1999-12-03,1999,12,20.28,0.15,64.7,10.1,Normal,Mumbai,Winter,19.83,20.2,12.97,38.12,27.33,Dec,0,0,23.93
1999-12-04,1999,12,21.2,0.22,73.0,5.5,Normal,Mumbai,Winter,20.11,20.21,11.41,38.22,27.33,Dec,0,0,22.85
1999-12-05,1999,12,21.83,2.06,71.9,3.1,Normal,Mumbai,Winter,20.47,20.24,9.4,39.95,27.33,Dec,0,0,23.25
1999-12-06,1999,12,17.9,1.95,60.9,4.4,Normal,Mumbai,Winter,19.94,20.16,8.72,41.16,27.33,Dec,0,0,25.4
1999-12-07,1999,12,18.18,1.14,68.1,10.1,Normal,Mumbai,Winter,19.61,20.05,7.96,39.45,27.33,Dec,0,0,24.08
1999-12-08,1999,12,17.48,0.69,55.8,13.4,Normal,Mumbai,Winter,19.54,19.85,7.23,37.67,27.33,Dec,0,0,26.24
1999-12-09,1999,12,18.99,0.03,65.9,5.9,Normal,Mumbai,Winter,19.41,19.84,6.24,36.18,27.33,Dec,0,0,24.08
1999-12-10,1999,12,20.01,0.48,63.6,12.3,Normal,Mumbai,Winter,19.37,19.88,6.57,36.63,27.33,Dec,0,0,24.11
1999-12-11,1999,12,20.77,0.65,38.3,4.1,Normal,Mumbai,Winter,19.31,19.87,7.0,36.78,27.33,Dec,0,0,24.99
1999-12-12,1999,12,19.16,0.8,50.0,24.9,Normal,Mumbai,Winter,18.93,19.81,5.74,36.2,27.33,Dec,0,0,25.52
1999-12-13,1999,12,18.77,3.18,62.1,7.9,Normal,Mumbai,Winter,19.05,19.73,6.97,39.21,27.33,Dec,0,0,24.73
1999-12-14,1999,12,19.47,0.14,61.6,9.6,Normal,Mumbai,Winter,19.24,19.68,5.97,37.41,27.33,Dec,0,0,24.5
1999-12-15,1999,12,17.97,0.88,59.7,26.9,Normal,Mumbai,Winter,19.31,19.61,6.16,35.34,27.33,Dec,0,0,25.49
1999-12-16,1999,12,22.35,0.55,60.9,7.1,Normal,Mumbai,Winter,19.79,19.59,6.68,35.37,27.33,Dec,0,0,24.48
1999-12-17,1999,12,17.3822,5.54,72.1,15.4,Normal,Mumbai,Winter,19.41,19.57,11.74,39.44,27.33,Dec,0,0,23.72
1999-12-18,1999,12,19.48,2.38,63.5,17.1,Normal,Mumbai,Winter,19.23,19.58,13.47,41.63,27.33,Dec,0,0,24.26
1999-12-19,1999,12,22.24,0.69,38.3,15.5,Normal,Mumbai,Winter,19.67,19.65,13.36,40.91,27.33,Dec,0,0,24.94
1999-12-20,1999,12,19.21,9.72,79.5,12.0,Normal,Mumbai,Winter,19.73,19.7,19.9,50.6,27.33,Dec,0,0,21.2
1999-12-21,1999,12,18.92,0.87,40.9,12.5,Normal,Mumbai,Winter,19.65,19.67,20.63,51.27,27.33,Dec,0,0,25.6
1999-12-22,1999,12,18.67,0.22,69.6,33.5,Normal,Mumbai,Winter,19.75,19.54,19.97,50.01,27.33,Dec,0,0,23.56
1999-12-23,1999,12,18.94,0.97,44.4,2.2,Normal,Mumbai,Winter,19.26,19.5,20.39,49.49,27.33,Dec,0,0,25.68
1999-12-24,1999,12,19.65,0.31,74.2,1.7,Normal,Mumbai,Winter,19.59,19.48,15.16,48.57,27.33,Dec,0,0,22.41
1999-12-25,1999,12,19.65,1.21,57.2,23.6,Normal,Mumbai,Winter,19.61,19.53,13.99,49.0,27.33,Dec,0,0,24.89
1999-12-26,1999,12,21.55,3.33,63.8,18.3,Normal,Mumbai,Winter,19.51,19.62,16.63,50.98,27.33,Dec,0,0,24.07
1999-12-27,1999,12,17.3822,1.85,40.1,14.4,Normal,Mumbai,Winter,19.25,19.56,8.76,51.05,27.33,Dec,0,0,26.36
1999-12-28,1999,12,18.88,0.38,67.3,12.5,Normal,Mumbai,Winter,19.25,19.54,8.27,47.36,27.33,Dec,0,0,23.9
1999-12-29,1999,12,18.66,0.42,64.2,7.9,Normal,Mumbai,Winter,19.24,19.45,8.47,45.15,27.33,Dec,0,0,24.49
1999-12-30,1999,12,20.21,0.09,66.2,22.7,Normal,Mumbai,Winter,19.43,19.44,7.59,43.34,27.33,Dec,0,0,23.74
1999-12-31,1999,12,17.3822,0.4,69.5,13.7,Normal,Mumbai,Winter,19.1,19.42,7.68,42.32,27.33,Dec,0,0,24.31
2000-01-01,2000,1,20.11,0.12,61.8,7.2,Normal,Mumbai,Winter,19.17,19.42,6.59,41.42,27.26,Jan,0,0,24.31
2000-01-02,2000,1,22.48,0.83,57.9,17.0,Normal,Mumbai,Winter,19.3,19.5,4.09,42.1,27.26,Jan,0,0,24.69
2000-01-03,2000,1,17.43,1.48,51.9,11.2,Normal,Mumbai,Winter,19.31,19.37,3.72,43.36,27.26,Jan,0,0,26.51
2000-01-04,2000,1,19.8,1.67,55.6,8.9,Normal,Mumbai,Winter,19.44,19.3,5.01,42.97,27.26,Jan,0,0,24.96
2000-01-05,2000,1,18.56,0.07,72.1,8.6,Normal,Mumbai,Winter,19.42,19.32,4.66,41.09,27.26,Jan,0,0,23.09
2000-01-06,2000,1,20.23,0.5,51.6,45.878000000000064,Normal,Mumbai,Winter,19.43,19.39,5.07,40.45,27.26,Jan,0,0,25.07
2000-01-07,2000,1,19.66,0.41,41.6,3.6,Normal,Mumbai,Winter,19.75,19.47,5.08,40.17,27.26,Jan,0,0,25.34
2000-01-08,2000,1,18.71,0.13,50.1,16.5,Normal,Mumbai,Winter,19.55,19.46,5.09,40.27,27.26,Jan,0,0,25.74
2000-01-09,2000,1,20.45,0.54,66.1,10.3,Normal,Mumbai,Winter,19.26,19.47,4.8,40.33,27.26,Jan,0,0,23.74
2000-01-10,2000,1,22.48,0.43,57.0,17.2,Normal,Mumbai,Winter,19.98,19.53,3.75,40.11,27.26,Jan,0,0,24.74
2000-01-11,2000,1,19.53,1.21,66.0,45.878000000000064,Normal,Mumbai,Winter,19.95,19.54,3.29,40.52,27.26,Jan,0,0,23.89
2000-01-12,2000,1,20.95,2.58,40.0,32.4,Normal,Mumbai,Winter,20.29,19.61,5.8,39.92,27.26,Jan,0,0,25.02
2000-01-13,2000,1,17.99,0.73,38.3,14.3,Normal,Mumbai,Winter,19.97,19.56,6.03,40.51,27.26,Jan,0,0,25.88
2000-01-14,2000,1,18.55,1.65,62.6,36.1,Normal,Mumbai,Winter,19.81,19.58,7.27,41.28,27.26,Jan,0,0,24.77
2000-01-15,2000,1,20.75,0.19,70.0,21.4,Normal,Mumbai,Winter,20.1,19.53,7.33,40.92,27.26,Jan,0,0,23.2
2000-01-16,2000,1,22.33,2.7,42.9,20.0,Normal,Mumbai,Winter,20.37,19.69,9.49,38.08,27.26,Jan,0,0,25.02
2000-01-17,2000,1,20.7,0.2,65.3,12.4,Normal,Mumbai,Winter,20.11,19.74,9.26,35.9,27.26,Jan,0,0,23.84
2000-01-18,2000,1,19.76,0.26,71.9,26.3,Normal,Mumbai,Winter,20.15,19.65,8.31,35.47,27.26,Jan,0,0,22.86
2000-01-19,2000,1,20.3,0.14,60.0,18.4,Normal,Mumbai,Winter,20.05,19.69,5.87,25.89,27.26,Jan,0,0,24.46
2000-01-20,2000,1,18.49,0.44,69.0,9.4,Normal,Mumbai,Winter,20.13,19.67,5.58,25.46,27.26,Jan,0,0,23.75
2000-01-21,2000,1,21.35,0.96,61.9,22.4,Normal,Mumbai,Winter,20.53,19.76,4.89,26.2,27.26,Jan,0,0,24.22
2000-01-22,2000,1,21.84,5.31,57.4,10.4,Normal,Mumbai,Winter,20.68,19.86,10.01,30.54,27.26,Jan,0,0,24.61
2000-01-23,2000,1,19.91,1.89,68.2,4.9,Normal,Mumbai,Winter,20.34,19.87,9.2,32.12,27.26,Jan,0,0,23.48
2000-01-24,2000,1,19.96,0.57,79.1,5.2,Normal,Mumbai,Winter,20.23,19.88,9.57,31.48,27.26,Jan,0,0,21.36
2000-01-25,2000,1,21.15,1.03,54.4,17.9,Normal,Mumbai,Winter,20.43,19.87,10.34,29.18,27.26,Jan,0,0,24.77
2000-01-26,2000,1,20.17,1.17,59.1,21.6,Normal,Mumbai,Winter,20.41,19.96,11.37,28.5,27.26,Jan,0,0,24.57
2000-01-27,2000,1,20.81,2.08,50.1,10.0,Normal,Mumbai,Winter,20.74,20.02,13.01,30.2,27.26,Jan,0,0,25.0
2000-01-28,2000,1,24.15,1.6,61.6,7.0,Normal,Mumbai,Winter,21.14,20.21,13.65,31.38,27.26,Jan,0,0,25.33
2000-01-29,2000,1,20.71,1.01,58.4,10.0,Normal,Mumbai,Winter,20.98,20.22,9.35,32.3,27.26,Jan,0,0,24.54
2000-01-30,2000,1,20.64,1.33,71.6,3.6,Normal,Mumbai,Winter,21.08,20.33,8.79,33.23,27.26,Jan,0,0,22.94
2000-01-31,2000,1,20.29,1.64,74.2,22.5,Normal,Mumbai,Winter,21.13,20.34,9.86,34.75,27.26,Jan,0,0,22.44
2000-02-01,2000,2,22.47,0.17,67.9,8.1,Normal,Mumbai,Winter,21.32,20.34,9.0,34.09,27.26,Feb,0,0,23.98
2000-02-02,2000,2,21.18,0.27,70.5,15.2,Normal,Mumbai,Winter,21.46,20.46,8.1,32.88,27.26,Feb,0,0,23.21
2000-02-03,2000,2,20.57,1.4,53.0,15.9,Normal,Mumbai,Winter,21.43,20.49,7.42,32.61,27.26,Feb,0,0,24.92
2000-02-04,2000,2,23.63,2.28,50.5,16.4,Normal,Mumbai,Winter,21.36,20.66,8.1,34.82,27.26,Feb,0,0,25.25
2000-02-05,2000,2,23.31,0.63,64.4,26.5,Normal,Mumbai,Winter,21.73,20.76,7.72,34.95,27.26,Feb,0,0,24.68
2000-02-06,2000,2,20.94,4.69,60.2,19.0,Normal,Mumbai,Winter,21.77,20.8,11.08,39.23,27.26,Feb,0,0,24.37
2000-02-07,2000,2,19.15,0.29,80.0,14.2,Normal,Mumbai,Winter,21.61,20.82,9.73,39.39,27.26,Feb,0,0,21.07
2000-02-08,2000,2,23.56,0.65,40.8,14.3,Normal,Mumbai,Winter,21.76,20.92,10.21,39.5,27.26,Feb,0,0,25.2
2000-02-09,2000,2,21.13,0.57,66.2,3.7,Normal,Mumbai,Winter,21.76,20.88,10.51,39.64,27.26,Feb,0,0,23.75
2000-02-10,2000,2,23.45,3.2,66.0,16.4,Normal,Mumbai,Winter,22.17,21.01,12.31,41.63,27.26,Feb,0,0,24.68
2000-02-11,2000,2,19.42,0.4,52.4,16.7,Normal,Mumbai,Winter,21.57,20.96,10.43,39.45,27.26,Feb,0,0,25.3
2000-02-12,2000,2,23.82,0.76,50.3,13.8,Normal,Mumbai,Winter,21.64,21.15,10.56,39.48,27.26,Feb,0,0,25.32
2000-02-13,2000,2,20.78,0.25,56.6,16.1,Normal,Mumbai,Winter,21.62,21.22,6.12,38.08,27.26,Feb,0,0,24.67
2000-02-14,2000,2,23.8,0.88,43.6,27.2,Normal,Mumbai,Winter,22.28,21.33,6.71,38.77,27.26,Feb,0,0,25.3
2000-02-15,2000,2,22.84,2.34,74.6,30.7,Normal,Mumbai,Winter,22.18,21.34,8.4,38.41,27.26,Feb,0,0,23.57
2000-02-16,2000,2,21.51,0.43,87.0,23.4,Normal,Mumbai,Winter,22.23,21.37,8.26,38.64,27.26,Feb,0,0,20.48
2000-02-17,2000,2,22.44,2.0,56.6,18.6,Normal,Mumbai,Winter,22.09,21.46,7.06,40.38,27.26,Feb,0,0,24.75
2000-02-18,2000,2,24.2,2.91,53.6,21.3,Normal,Mumbai,Winter,22.77,21.59,9.57,43.15,27.26,Feb,0,0,25.47
2000-02-19,2000,2,23.45,0.09,46.9,38.4,Normal,Mumbai,Winter,22.72,21.75,8.9,42.8,27.26,Feb,0,0,25.21
2000-02-20,2000,2,24.29,1.69,49.0,22.1,Normal,Mumbai,Winter,23.22,21.85,10.34,43.53,27.26,Feb,0,0,25.51
2000-02-21,2000,2,26.5,0.35,54.1,8.2,Normal,Mumbai,Winter,23.6,22.01,9.81,38.57,27.26,Feb,0,0,27.17
2000-02-22,2000,2,21.31,0.23,72.1,7.9,Normal,Mumbai,Winter,23.39,22.05,7.7,36.91,27.26,Feb,0,0,23.02
2000-02-23,2000,2,26.2,1.1,90.0,11.5,Normal,Mumbai,Winter,24.06,22.26,8.37,37.44,27.26,Feb,0,0,28.55
2000-02-24,2000,2,24.06,1.47,52.8,19.9,Normal,Mumbai,Winter,24.29,22.36,7.84,37.88,27.26,Feb,0,0,25.41
2000-02-25,2000,2,22.68,0.6,51.0,10.0,Normal,Mumbai,Winter,24.07,22.44,5.53,37.31,27.26,Feb,0,0,24.99
2000-02-26,2000,2,22.16,0.05,48.3,8.0,Normal,Mumbai,Winter,23.89,22.49,5.49,35.28,27.26,Feb,0,0,24.98
2000-02-27,2000,2,24.0,2.87,64.5,19.9,Normal,Mumbai,Winter,23.84,22.48,6.67,36.55,27.26,Feb,0,0,25.14
2000-02-28,2000,2,25.79,1.57,63.4,6.3,Normal,Mumbai,Winter,23.74,22.65,7.89,37.11,27.26,Feb,0,0,26.81
2000-02-29,2000,2,24.35,0.38,61.0,7.5,Normal,Mumbai,Winter,24.18,22.78,8.04,36.16,27.26,Feb,0,0,25.48
2000-03-01,2000,3,26.94,0.82,55.6,10.5,Normal,Mumbai,Spring,24.28,23.0,7.76,35.34,27.26,Mar,0,1,27.71
2000-03-02,2000,3,22.62,0.03,73.6,3.4,Normal,Mumbai,Spring,24.08,23.0,6.32,35.2,27.26,Mar,0,1,23.51
2000-03-03,2000,3,24.91,0.5,67.6,2.0,Normal,Mumbai,Spring,24.4,23.13,6.22,35.43,27.26,Mar,0,1,25.9
2000-03-04,2000,3,23.19,0.89,67.2,9.1,Normal,Mumbai,Spring,24.54,23.21,7.06,34.92,27.26,Mar,0,1,24.44
2000-03-05,2000,3,25.74,0.87,60.3,34.3,Normal,Mumbai,Spring,24.79,23.28,5.06,33.51,27.26,Mar,0,1,26.67
2000-03-06,2000,3,26.66,0.28,58.1,12.5,Normal,Mumbai,Spring,24.92,23.4,3.77,33.16,27.26,Mar,0,1,27.55
2000-03-07,2000,3,24.83,1.8,52.8,13.9,Normal,Mumbai,Spring,24.98,23.53,5.19,30.27,27.26,Mar,0,1,25.82
2000-03-08,2000,3,21.69,0.43,65.2,29.6,Normal,Mumbai,Spring,24.23,23.61,4.8,30.41,27.26,Mar,0,1,23.96
2000-03-09,2000,3,26.03,1.04,64.2,1.6,Normal,Mumbai,Spring,24.72,23.69,5.81,30.8,27.26,Mar,0,1,27.12
2000-03-10,2000,3,26.52,0.38,65.7,10.4,Normal,Mumbai,Spring,24.95,23.87,5.69,30.61,27.26,Mar,0,1,27.82
2000-03-11,2000,3,26.61,0.66,44.4,15.8,Normal,Mumbai,Spring,25.44,23.98,5.46,28.07,27.26,Mar,0,1,26.79
2000-03-12,2000,3,28.0,0.28,63.4,36.5,Normal,Mumbai,Spring,25.76,24.26,4.87,27.95,27.26,Mar,0,1,29.84
2000-03-13,2000,3,24.67,1.2,56.9,11.7,Normal,Mumbai,Spring,25.48,24.29,5.79,28.39,27.26,Mar,0,1,25.74
2000-03-14,2000,3,27.44,0.67,51.2,20.5,Normal,Mumbai,Spring,25.85,24.51,4.66,28.81,27.26,Mar,0,1,27.94
2000-03-15,2000,3,28.34,0.02,67.3,4.0,Normal,Mumbai,Spring,26.8,24.67,4.25,27.95,27.26,Mar,0,1,30.94
2000-03-16,2000,3,24.02,0.03,61.8,13.4,Normal,Mumbai,Spring,26.51,24.7,3.24,25.64,27.26,Mar,0,1,25.23
2000-03-17,2000,3,27.31,0.76,83.5,25.8,Normal,Mumbai,Spring,26.63,24.9,3.62,25.97,27.26,Mar,0,1,30.84
2000-03-18,2000,3,26.21,0.24,64.8,14.0,Normal,Mumbai,Spring,26.57,25.02,3.2,24.21,27.26,Mar,0,1,27.36
2000-03-19,2000,3,26.98,1.06,57.0,6.3,Normal,Mumbai,Spring,26.42,25.12,3.98,22.36,27.26,Mar,0,1,27.85
2000-03-20,2000,3,27.76,0.63,58.9,1.6,Normal,Mumbai,Spring,26.87,25.26,3.41,22.9,27.26,Mar,0,1,28.99
2000-03-21,2000,3,26.65,1.28,48.3,2.7,Normal,Mumbai,Spring,26.75,25.34,4.02,22.49,27.26,Mar,0,1,27.01
2000-03-22,2000,3,26.5,3.65,72.3,6.5,Normal,Mumbai,Spring,26.49,25.34,7.65,25.79,27.26,Mar,0,1,28.18
2000-03-23,2000,3,27.7,0.9,63.1,4.7,Normal,Mumbai,Spring,27.02,25.55,8.52,26.46,27.26,Mar,0,1,29.33
2000-03-24,2000,3,26.16,1.86,63.3,17.5,Normal,Mumbai,Spring,26.85,25.55,9.62,27.22,27.26,Mar,0,1,27.24
2000-03-25,2000,3,26.3,1.68,49.4,8.4,Normal,Mumbai,Spring,26.86,25.63,11.06,27.43,27.26,Mar,0,1,26.78
2000-03-26,2000,3,29.08,3.06,67.8,12.6,Normal,Mumbai,Spring,27.16,25.84,13.06,29.89,27.26,Mar,0,1,32.49
2000-03-27,2000,3,26.48,0.29,50.6,4.7,Normal,Mumbai,Spring,26.98,25.98,12.72,30.13,27.26,Mar,0,1,26.98
2000-03-28,2000,3,29.34,2.11,54.5,25.5,Normal,Mumbai,Spring,27.37,26.16,13.55,29.37,27.26,Mar,0,1,30.75
2000-03-29,2000,3,29.17,2.83,61.3,21.2,Normal,Mumbai,Spring,27.75,26.27,12.73,30.63,27.26,Mar,0,1,31.54
2000-03-30,2000,3,26.02,0.6,54.2,3.6,Normal,Mumbai,Spring,27.51,26.33,12.43,30.85,27.26,Mar,0,1,26.73
2000-03-31,2000,3,27.73,0.45,52.1,20.4,Normal,Mumbai,Spring,27.73,26.36,11.02,30.48,27.26,Mar,0,1,28.33
2000-04-01,2000,4,30.67,3.64,59.5,14.3,Normal,Mumbai,Spring,28.36,26.62,12.98,34.09,27.26,Apr,0,1,34.04
2000-04-02,2000,4,27.54,1.19,70.1,13.8,Normal,Mumbai,Spring,28.14,26.71,11.11,34.78,27.26,Apr,0,1,29.81
2000-04-03,2000,4,28.45,0.57,69.0,13.5,Normal,Mumbai,Spring,28.42,26.89,11.39,34.46,27.26,Apr,0,1,31.41
2000-04-04,2000,4,29.98,1.88,67.1,4.6,Normal,Mumbai,Spring,28.51,27.03,11.16,35.47,27.26,Apr,0,1,34.31
2000-04-05,2000,4,30.59,0.44,64.9,20.0,Normal,Mumbai,Spring,28.71,27.16,8.77,35.63,27.26,Apr,0,1,35.17
2000-04-06,2000,4,29.17,0.23,55.2,35.4,Normal,Mumbai,Spring,29.16,27.3,8.4,34.06,27.26,Apr,0,1,30.59
2000-04-07,2000,4,28.78,0.94,71.2,9.1,Normal,Mumbai,Spring,29.31,27.54,8.89,34.57,27.26,Apr,0,1,32.46
2000-04-08,2000,4,31.94,1.0,42.6,12.4,Normal,Mumbai,Spring,29.49,27.74,6.25,34.53,27.26,Apr,0,1,32.67
2000-04-09,2000,4,32.55,2.1,64.3,4.4,Normal,Mumbai,Spring,30.21,27.94,7.16,36.25,27.26,Apr,0,1,39.89
2000-04-10,2000,4,31.54,0.73,68.4,26.8,Normal,Mumbai,Spring,30.65,28.1,7.32,36.32,27.26,Apr,0,1,38.56
2000-04-11,2000,4,30.33,2.02,59.1,6.0,Normal,Mumbai,Spring,30.7,28.18,7.46,38.06,27.26,Apr,0,1,33.28
2000-04-12,2000,4,29.11,0.735,52.8,15.8,Normal,Mumbai,Spring,30.49,28.33,7.75,37.6,27.26,Apr,0,1,30.17
2000-04-13,2000,4,29.21,1.03,59.6,18.7,Normal,Mumbai,Spring,30.49,28.39,8.55,37.96,27.26,Apr,0,1,31.33
2000-04-14,2000,4,31.36,0.28,52.4,9.6,Normal,Mumbai,Spring,30.86,28.49,7.89,38.22,27.26,Apr,0,1,33.75
2000-04-15,2000,4,31.33,0.58,65.1,17.1,Normal,Mumbai,Spring,30.78,28.73,7.47,38.76,27.26,Apr,0,1,36.99
2000-04-16,2000,4,32.93,2.34,69.5,2.2,Normal,Mumbai,Spring,30.83,28.92,7.71,40.35,27.26,Apr,0,1,43.04
2000-04-17,2000,4,31.92,0.29,64.5,14.4,Normal,Mumbai,Spring,30.88,29.11,7.27,40.4,27.26,Apr,0,1,38.29
2000-04-18,2000,4,28.82,1.99,63.9,14.7,Normal,Mumbai,Spring,30.67,29.17,7.24,41.32,27.26,Apr,0,1,31.32
2000-04-19,2000,4,32.77,0.4,67.6,25.8,Normal,Mumbai,Spring,31.19,29.34,6.91,41.1,27.26,Apr,0,1,41.77
2000-04-20,2000,4,29.81,0.04,68.8,4.8,Normal,Mumbai,Spring,31.28,29.44,5.92,39.86,27.26,Apr,0,1,34.31
2000-04-21,2000,4,30.85,0.735,52.2,12.1,Normal,Mumbai,Spring,31.2,29.59,6.37,36.94,27.26,Apr,0,1,32.8
2000-04-22,2000,4,31.07,1.64,44.6,21.1,Normal,Mumbai,Spring,31.17,29.7,7.43,37.68,27.26,Apr,0,1,31.73
2000-04-23,2000,4,34.65,0.36,62.8,6.2,Normal,Mumbai,Spring,31.41,29.98,5.45,36.18,27.26,Apr,0,1,45.34
2000-04-24,2000,4,36.44,1.27,69.2,12.2,Normal,Mumbai,Spring,32.06,30.32,6.43,35.77,27.26,Apr,0,1,55.36
2000-04-25,2000,4,31.07,0.735,44.2,6.9,Normal,Mumbai,Spring,32.38,30.39,5.18,33.44,27.26,Apr,0,1,31.67
2000-04-26,2000,4,31.72,0.51,60.7,2.9,Normal,Mumbai,Spring,32.23,30.56,5.29,33.66,27.26,Apr,0,1,36.63
2000-04-27,2000,4,32.91,0.77,71.3,4.8,Normal,Mumbai,Spring,32.67,30.68,6.02,32.32,27.26,Apr,0,1,43.74
2000-04-28,2000,4,33.55,0.62,58.8,12.2,Normal,Mumbai,Spring,33.06,30.83,5.9,30.12,27.26,Apr,0,1,40.49
2000-04-29,2000,4,31.84,3.53,75.2,31.3,Normal,Mumbai,Spring,33.17,31.02,7.79,33.04,27.26,Apr,0,1,41.87
2000-04-30,2000,4,35.12,0.46,73.3,38.5,Normal,Mumbai,Spring,33.24,31.27,7.89,33.06,27.26,Apr,0,1,52.76
2000-05-01,2000,5,32.88,0.24,58.2,19.8,Normal,Mumbai,Spring,32.73,31.34,6.86,29.65,27.26,May,0,1,38.59
2000-05-02,2000,5,33.38,0.55,56.3,7.3,Normal,Mumbai,Spring,33.06,31.54,6.68,29.02,27.26,May,0,1,39.14
2000-05-03,2000,5,33.74,1.33,56.5,2.9,Normal,Mumbai,Spring,33.35,31.71,7.5,29.78,27.26,May,0,1,40.1
2000-05-04,2000,5,33.47,1.43,61.3,4.8,Normal,Mumbai,Spring,33.43,31.83,8.16,29.32,27.26,May,0,1,41.25
2000-05-05,2000,5,34.19,3.09,48.3,20.0,Normal,Mumbai,Spring,33.52,31.95,10.63,31.98,27.26,May,0,1,38.23
2000-05-06,2000,5,32.1,2.56,46.4,15.2,Normal,Mumbai,Spring,33.55,32.05,9.66,34.3,27.26,May,0,1,33.71
2000-05-07,2000,5,32.29,0.41,38.3,12.8,Normal,Mumbai,Spring,33.15,32.16,9.61,33.78,27.26,May,0,1,32.39
2000-05-08,2000,5,31.57,0.73,59.8,22.6,Normal,Mumbai,Spring,32.96,32.15,10.1,33.51,27.26,May,0,1,36.03
2000-05-09,2000,5,33.97,1.65,80.4,21.6,Normal,Mumbai,Spring,33.05,32.2,11.2,33.06,27.26,May,0,1,52.31
2000-05-10,2000,5,34.56,2.98,40.1,15.3,Normal,Mumbai,Spring,33.16,32.3,12.85,35.3,27.26,May,0,1,36.44
2000-05-11,2000,5,34.17,0.49,58.2,6.3,Normal,Mumbai,Spring,33.26,32.43,11.91,33.78,27.26,May,0,1,41.89
