date,year,month,temperature,rainfall,humidity,wind_speed,anomaly,city,season
2000-03-19,2000,3,26.98,1.06,57.0,6.3,Normal,Mumbai,Spring
2000-03-20,2000,3,27.76,0.63,58.9,1.4,Normal,Mumbai,Spring
2000-03-21,2000,3,26.65,1.28,48.3,2.7,Normal,Mumbai,Spring
2000-03-22,2000,3,26.5,3.65,72.3,6.5,Normal,Mumbai,Spring
2000-03-23,2000,3,27.7,0.9,63.1,4.7,Normal,Mumbai,Spring
2000-03-24,2000,3,26.16,1.86,63.3,17.5,Normal,Mumbai,Spring
2000-03-25,2000,3,26.3,1.68,49.4,8.4,Normal,Mumbai,Spring
2000-03-26,2000,3,29.08,3.06,67.8,12.6,Normal,Mumbai,Spring
2000-03-27,2000,3,26.48,0.29,50.6,4.7,Normal,Mumbai,Spring
2000-03-28,2000,3,29.34,2.11,54.5,25.5,Normal,Mumbai,Spring
2000-03-29,2000,3,29.17,2.83,61.3,21.2,Normal,Mumbai,Spring
2000-03-30,2000,3,26.02,0.6,54.2,3.6,Normal,Mumbai,Spring
2000-03-31,2000,3,27.73,0.45,52.1,20.4,Normal,Mumbai,Spring
2000-04-01,2000,4,30.67,3.64,59.5,14.3,Normal,Mumbai,Spring
2000-04-02,2000,4,27.54,1.19,70.1,13.8,Normal,Mumbai,Spring
2000-04-03,2000,4,28.45,0.57,69.0,13.5,Normal,Mumbai,Spring
2000-04-04,2000,4,29.98,1.88,67.1,4.6,Normal,Mumbai,Spring
2000-04-05,2000,4,30.59,0.44,64.9,20.0,Normal,Mumbai,Spring
2000-04-06,2000,4,29.17,0.23,55.2,35.4,Normal,Mumbai,Spring
2000-04-07,2000,4,28.78,0.94,71.2,9.1,Normal,Mumbai,Spring
2000-04-08,2000,4,31.94,1.0,42.6,12.4,Normal,Mumbai,Spring
2000-04-09,2000,4,32.55,2.1,64.3,4.4,Normal,Mumbai,Spring
2000-04-10,2000,4,31.54,0.73,68.4,26.8,Normal,Mumbai,Spring
2000-04-11,2000,4,30.33,2.02,59.1,6.0,Normal,Mumbai,Spring
2000-04-12,2000,4,29.11,,52.8,15.8,Normal,Mumbai,Spring
2000-04-13,2000,4,29.21,1.03,59.6,18.7,Normal,Mumbai,Spring
2000-04-14,2000,4,31.36,0.28,52.4,9.6,Normal,Mumbai,Spring
2000-04-15,2000,4,31.33,0.58,65.1,17.1,Normal,Mumbai,Spring
2000-04-16,2000,4,32.93,2.34,69.5,2.2,Normal,Mumbai,Spring
2000-04-17,2000,4,31.92,0.29,64.5,14.4,Normal,Mumbai,Spring
2000-04-18,2000,4,28.82,1.99,63.9,14.7,Normal,Mumbai,Spring
2000-04-19,2000,4,32.77,0.4,67.6,25.8,Normal,Mumbai,Spring
2000-04-20,2000,4,29.81,0.04,68.8,4.8,Normal,Mumbai,Spring
2000-04-21,2000,4,30.85,,52.2,12.1,Normal,Mumbai,Spring
2000-04-22,2000,4,,1.64,44.6,21.1,Normal,Mumbai,Spring
2000-04-23,2000,4,34.65,0.36,62.8,6.2,Normal,Mumbai,Spring
2000-04-24,2000,4,36.44,1.27,69.2,12.2,Normal,Mumbai,Spring
2000-04-25,2000,4,,,44.2,6.9,Normal,Mumbai,Spring
2000-04-26,2000,4,31.72,0.51,60.7,2.9,Normal,Mumbai,Spring
2000-04-27,2000,4,32.91,0.77,71.3,4.8,Normal,Mumbai,Spring
2000-04-28,2000,4,33.55,0.62,58.8,12.2,Normal,Mumbai,Spring
2000-04-29,2000,4,31.84,3.53,75.2,31.3,Normal,Mumbai,Spring
2000-04-30,2000,4,35.12,0.46,73.3,38.5,Normal,Mumbai,Spring
2000-05-01,2000,5,32.88,0.24,58.2,19.8,Normal,Mumbai,Spring
2000-05-02,2000,5,33.38,0.55,56.3,7.3,Normal,Mumbai,Spring
2000-05-03,2000,5,33.74,1.33,56.5,2.9,Normal,Mumbai,Spring
2000-05-04,2000,5,33.47,1.43,61.3,4.8,Normal,Mumbai,Spring
2000-05-05,2000,5,34.19,3.09,48.3,20.0,Normal,Mumbai,Spring
2000-05-06,2000,5,32.1,2.56,46.4,15.2,Normal,Mumbai,Spring
2000-05-07,2000,5,32.29,0.41,37.3,12.8,Normal,Mumbai,Spring
2000-05-08,2000,5,31.57,0.73,59.8,22.6,Normal,Mumbai,Spring
2000-05-09,2000,5,33.97,1.65,80.4,21.6,Normal,Mumbai,Spring
2000-05-10,2000,5,34.56,2.98,40.1,15.3,Normal,Mumbai,Spring
2000-05-11,2000,5,34.17,0.49,58.2,6.3,Normal,Mumbai,Spring
2000-05-12,2000,5,36.08,0.71,57.9,10.1,Normal,Mumbai,Spring
2000-05-13,2000,5,33.64,2.76,58.5,3.1,Normal,Mumbai,Spring
2000-05-14,2000,5,34.74,0.53,72.6,12.9,Normal,Mumbai,Spring
2000-05-15,2000,5,32.17,0.79,51.1,7.2,Normal,Mumbai,Spring
2000-05-16,2000,5,33.31,2.82,40.5,3.4,Normal,Mumbai,Spring
2000-05-17,2000,5,35.01,1.94,,10.7,Normal,Mumbai,Spring
2000-05-18,2000,5,35.31,0.33,53.3,10.3,Normal,Mumbai,Spring
2000-05-19,2000,5,33.67,0.47,37.7,13.8,Normal,Mumbai,Spring
2000-05-20,2000,5,34.07,0.52,62.5,17.9,Normal,Mumbai,Spring
2000-05-21,2000,5,31.97,2.93,48.1,9.6,Normal,Mumbai,Spring
2000-05-22,2000,5,33.78,8.21,59.2,4.3,Normal,Mumbai,Spring
2000-05-23,2000,5,35.71,1.78,56.4,27.7,Normal,Mumbai,Spring
2000-05-24,2000,5,35.3,0.79,49.3,26.6,Normal,Mumbai,Spring
2000-05-25,2000,5,35.25,0.01,68.9,6.9,Normal,Mumbai,Spring
2000-05-26,2000,5,34.63,1.43,57.2,15.8,Normal,Mumbai,Spring
2000-05-27,2000,5,34.62,0.59,60.5,29.2,Normal,Mumbai,Spring
2000-05-28,2000,5,33.67,1.2,65.9,16.5,Normal,Mumbai,Spring
2000-05-29,2000,5,35.76,1.12,62.9,10.2,Normal,Mumbai,Spring
2000-05-30,2000,5,35.39,0.79,61.5,9.7,Normal,Mumbai,Spring
2000-05-31,2000,5,35.54,3.47,51.8,3.5,Normal,Mumbai,Spring
2000-06-01,2000,6,34.06,3.17,78.0,4.7,Normal,Mumbai,Monsoon
2000-06-02,2000,6,31.66,4.24,78.2,7.8,Normal,Mumbai,Monsoon
2000-06-03,2000,6,36.57,6.99,81.8,9.8,Normal,Mumbai,Monsoon
2000-06-04,2000,6,34.25,4.53,94.0,10.0,Normal,Mumbai,Monsoon
2000-06-05,2000,6,33.71,5.62,94.6,47.6,Normal,Mumbai,Monsoon
2000-06-06,2000,6,36.07,11.63,83.6,10.0,Normal,Mumbai,Monsoon
2000-06-07,2000,6,34.47,17.25,86.5,9.4,Normal,Mumbai,Monsoon
2000-06-08,2000,6,36.68,15.96,78.6,9.5,Normal,Mumbai,Monsoon
2000-06-09,2000,6,36.04,,71.3,5.6,Normal,Mumbai,Monsoon
2000-06-10,2000,6,36.16,0.39,99.3,19.6,Normal,Mumbai,Monsoon
2000-06-11,2000,6,33.11,0.59,66.4,15.7,Normal,Mumbai,Monsoon
2000-06-12,2000,6,37.0,18.69,70.3,10.3,Normal,Mumbai,Monsoon
2000-06-13,2000,6,35.59,9.14,99.4,3.8,Normal,Mumbai,Monsoon
2000-06-14,2000,6,34.65,10.36,85.1,24.8,Normal,Mumbai,Monsoon
2000-06-15,2000,6,35.43,0.65,76.0,33.0,Normal,Mumbai,Monsoon
2000-06-16,2000,6,32.56,3.54,90.5,12.1,Normal,Mumbai,Monsoon
2000-06-17,2000,6,35.85,12.21,91.2,1.6,Normal,Mumbai,Monsoon
2000-06-18,2000,6,33.69,23.52,74.3,9.1,Normal,Mumbai,Monsoon
2000-06-19,2000,6,33.21,29.86,80.7,7.6,Normal,Mumbai,Monsoon
2000-06-20,2000,6,32.96,8.33,92.0,19.4,Normal,Mumbai,Monsoon
2000-06-21,2000,6,36.91,9.46,78.5,22.7,Normal,Mumbai,Monsoon
2000-06-22,2000,6,34.29,21.48,87.3,8.4,Normal,Mumbai,Monsoon
2000-06-23,2000,6,37.52,119.4,96.4,5.2,Extrem,Mumbai,Monsoon
2000-06-24,2000,6,34.41,8.73,65.9,7.1,Normal,Mumbai,Monsoon
2000-06-25,2000,6,32.64,28.26,82.3,19.1,Normal,Mumbai,Monsoon
2000-06-26,2000,6,33.51,18.72,87.1,15.5,Normal,Mumbai,Monsoon
2000-06-27,2000,6,37.02,28.77,70.7,13.7,Normal,Mumbai,Monsoon
2000-06-28,2000,6,34.92,2.95,80.8,21.8,Normal,Mumbai,Monsoon
2000-06-29,2000,6,34.31,8.92,93.4,21.7,Normal,Mumbai,Monsoon
2000-06-30,2000,6,35.34,22.18,79.4,23.4,Normal,Mumbai,Monsoon
2000-07-01,2000,7,35.83,1.41,73.1,13.8,Normal,Mumbai,Monsoon
2000-07-02,2000,7,36.72,19.0,94.0,14.3,Normal,Mumbai,Monsoon
2000-07-03,2000,7,37.19,2.43,88.6,15.6,Normal,Mumbai,Monsoon
2000-07-04,2000,7,34.44,19.81,84.4,13.8,Normal,Mumbai,Monsoon
2000-07-05,2000,7,32.96,11.36,84.2,5.7,Normal,Mumbai,Monsoon
2000-07-06,2000,7,34.29,2.58,93.2,29.5,Normal,Mumbai,Monsoon
2000-07-07,2000,7,35.26,7.69,87.4,6.3,Normal,Mumbai,Monsoon
2000-07-08,2000,7,33.38,13.74,90.2,11.3,Normal,Mumbai,Monsoon
2000-07-09,2000,7,33.35,12.06,79.5,8.8,Normal,Mumbai,Monsoon
2000-07-10,2000,7,35.25,6.69,69.7,7.8,Normal,Mumbai,Monsoon
2000-07-11,2000,7,34.61,27.56,90.0,30.2,Normal,Mumbai,Monsoon
2000-07-12,2000,7,34.68,8.79,93.8,40.1,Normal,Mumbai,Monsoon
2000-07-13,2000,7,33.44,8.46,83.2,12.0,Normal,Mumbai,Monsoon
2000-07-14,2000,7,34.18,0.77,92.1,11.5,Normal,Mumbai,Monsoon
2000-07-15,2000,7,33.08,30.63,82.3,7.3,Normal,Mumbai,Monsoon
2000-07-16,2000,7,,2.34,84.3,8.1,Normal,Mumbai,Monsoon
2000-07-17,2000,7,35.9,9.02,99.0,10.9,Normal,Mumbai,Monsoon
2000-07-18,2000,7,31.51,19.53,82.7,20.7,Normal,Mumbai,Monsoon
2000-07-19,2000,7,32.82,2.91,82.2,13.4,Normal,Mumbai,Monsoon
2000-07-20,2000,7,31.9,8.99,70.0,20.8,Normal,Mumbai,Monsoon
2000-07-21,2000,7,33.1,3.3,90.5,27.2,Normal,Mumbai,Monsoon
2000-07-22,2000,7,33.88,17.11,79.3,29.2,Normal,Mumbai,Monsoon
2000-07-23,2000,7,31.75,9.97,86.2,13.0,Normal,Mumbai,Monsoon
2000-07-24,2000,7,32.47,23.25,82.5,32.0,Normal,Mumbai,Monsoon
2000-07-25,2000,7,32.27,27.0,81.4,5.5,Normal,Mumbai,Monsoon
2000-07-26,2000,7,34.0,12.55,84.1,17.7,Normal,Mumbai,Monsoon
2000-07-27,2000,7,33.71,15.51,84.7,9.4,Normal,Mumbai,Monsoon
2000-07-28,2000,7,32.44,9.56,94.4,30.2,Normal,Mumbai,Monsoon
2000-07-29,2000,7,33.7,5.82,97.2,34.2,Normal,Mumbai,Monsoon
2000-07-30,2000,7,32.53,12.53,90.2,8.5,Normal,Mumbai,Monsoon
2000-07-31,2000,7,32.85,28.67,95.2,20.0,Normal,Mumbai,Monsoon
2000-08-01,2000,8,35.68,6.47,91.8,12.7,Normal,Mumbai,Monsoon
2000-08-02,2000,8,35.09,4.53,89.0,9.6,Normal,Mumbai,Monsoon
2000-08-03,2000,8,31.03,5.9,96.6,21.4,Normal,Mumbai,Monsoon
2000-08-04,2000,8,34.13,6.86,74.5,13.1,Normal,Mumbai,Monsoon
2000-08-05,2000,8,34.0,0.92,79.5,22.8,Normal,Mumbai,Monsoon
2000-08-06,2000,8,30.96,8.28,78.4,9.0,Normal,Mumbai,Monsoon
2000-08-07,2000,8,33.81,8.18,82.6,11.2,Normal,Mumbai,Monsoon
2000-08-08,2000,8,34.79,10.65,90.5,8.0,Normal,Mumbai,Monsoon
2000-08-09,2000,8,30.69,5.41,76.1,21.3,Normal,Mumbai,Monsoon
2000-08-10,2000,8,30.89,11.4,89.0,7.0,Normal,Mumbai,Monsoon
2000-08-11,2000,8,33.69,25.27,80.3,8.5,Normal,Mumbai,Monsoon
2000-08-12,2000,8,32.46,37.34,82.2,9.3,Normal,Mumbai,Monsoon
2000-08-13,2000,8,32.77,10.51,86.6,14.2,Normal,Mumbai,Monsoon
2000-08-14,2000,8,32.34,0.52,98.4,20.4,Normal,Mumbai,Monsoon
2000-08-15,2000,8,32.3,41.78,79.3,7.3,Normal,Mumbai,Monsoon
2000-08-16,2000,8,29.61,14.68,84.4,8.1,Normal,Mumbai,Monsoon
2000-08-17,2000,8,33.06,4.91,76.4,7.4,Normal,Mumbai,Monsoon
2000-08-18,2000,8,33.12,1.91,79.2,29.3,Normal,Mumbai,Monsoon
2000-08-19,2000,8,30.91,1.86,76.3,12.8,Normal,Mumbai,Monsoon
2000-08-20,2000,8,31.06,2.2,87.0,5.5,Normal,Mumbai,Monsoon
2000-08-21,2000,8,28.71,0.56,88.4,19.3,Normal,Mumbai,Monsoon
2000-08-22,2000,8,31.66,27.89,90.5,20.4,Normal,Mumbai,Monsoon
2000-08-23,2000,8,31.62,9.34,79.0,6.7,Normal,Mumbai,Monsoon
2000-08-24,2000,8,30.55,14.45,89.1,6.2,Normal,Mumbai,Monsoon
2000-08-25,2000,8,32.2,21.13,85.9,17.6,Normal,Mumbai,Monsoon
2000-08-26,2000,8,29.89,18.82,84.5,31.7,Normal,Mumbai,Monsoon
2000-08-27,2000,8,31.11,25.71,75.1,8.4,Normal,Mumbai,Monsoon
2000-08-28,2000,8,28.6,41.03,86.2,9.4,Normal,Mumbai,Monsoon
2000-08-29,2000,8,29.97,6.94,86.5,,Normal,Mumbai,Monsoon
2000-08-30,2000,8,29.61,36.03,85.8,6.3,Normal,Mumbai,Monsoon
2000-08-31,2000,8,30.08,15.42,88.2,17.2,Normal,Mumbai,Monsoon
2000-09-01,2000,9,29.06,0.88,90.6,11.1,Normal,Mumbai,Monsoon
2000-09-02,2000,9,29.28,13.74,76.2,3.4,Normal,Mumbai,Monsoon
2000-09-03,2000,9,30.59,13.93,83.3,29.0,Normal,Mumbai,Monsoon
2000-09-04,2000,9,28.56,28.36,89.1,4.5,Normal,Mumbai,Monsoon
2000-09-05,2000,9,26.67,5.6,82.9,23.5,Normal,Mumbai,Monsoon
2000-09-06,2000,9,31.57,10.55,92.7,11.7,Normal,Mumbai,Monsoon
2000-09-07,2000,9,30.89,0.15,85.7,14.8,Normal,Mumbai,Monsoon
2000-09-08,2000,9,26.74,4.84,69.4,6.1,Normal,Mumbai,Monsoon
2000-09-09,2000,9,29.58,0.77,91.7,15.3,Normal,Mumbai,Monsoon
2000-09-10,2000,9,27.65,8.85,84.1,36.1,Normal,Mumbai,Monsoon
2000-09-11,2000,9,28.67,20.41,70.8,6.5,Normal,Mumbai,Monsoon
2000-09-12,2000,9,28.57,2.77,83.0,10.0,Normal,Mumbai,Monsoon
2000-09-13,2000,9,27.64,9.0,74.9,14.8,Normal,Mumbai,Monsoon
2000-09-14,2000,9,26.68,2.74,91.0,12.8,Normal,Mumbai,Monsoon
2000-09-15,2000,9,26.69,1.54,84.7,24.7,Normal,Mumbai,Monsoon
2000-09-16,2000,9,26.21,8.58,77.6,14.9,Normal,Mumbai,Monsoon
2000-09-17,2000,9,26.2,0.99,91.5,9.3,Normal,Mumbai,Monsoon
2000-09-18,2000,9,27.21,10.62,88.7,19.7,Normal,Mumbai,Monsoon
2000-09-19,2000,9,26.1,0.38,83.1,5.5,Normal,Mumbai,Monsoon
2000-09-20,2000,9,28.06,1.35,75.0,12.0,Normal,Mumbai,Monsoon
2000-09-21,2000,9,29.13,9.58,78.3,7.7,Normal,Mumbai,Monsoon
2000-09-22,2000,9,25.89,10.74,78.1,10.7,Normal,Mumbai,Monsoon
2000-09-23,2000,9,26.98,0.35,91.0,12.7,Normal,Mumbai,Monsoon
2000-09-24,2000,9,27.23,10.22,71.6,36.7,Normal,Mumbai,Monsoon
2000-09-25,2000,9,27.05,21.88,84.6,9.9,Normal,Mumbai,Monsoon
2000-09-26,2000,9,26.32,15.38,83.0,15.0,Normal,Mumbai,Monsoon
2000-09-27,2000,9,27.19,1.69,93.3,6.3,Normal,Mumbai,Monsoon
2000-09-28,2000,9,26.66,10.77,86.9,8.0,Normal,Mumbai,Monsoon
2000-09-29,2000,9,23.95,13.39,89.3,13.0,Normal,Mumbai,Monsoon
2000-09-30,2000,9,26.97,0.46,80.8,7.4,Normal,Mumbai,Monsoon
2000-10-01,2000,10,26.86,0.39,54.2,6.6,Normal,Mumbai,Autumn
2000-10-02,2000,10,24.25,0.39,44.1,3.4,Normal,Mumbai,Autumn
2000-10-03,2000,10,25.32,2.15,55.6,7.9,Normal,Mumbai,Autumn
2000-10-04,2000,10,26.16,0.19,61.9,6.1,Normal,Mumbai,Autumn
2000-10-05,2000,10,24.68,1.15,65.9,8.4,Normal,Mumbai,Autumn
2000-10-06,2000,10,26.48,3.72,54.8,20.3,Normal,Mumbai,Autumn
2000-10-07,2000,10,28.28,2.21,39.6,22.9,Normal,Mumbai,Autumn
2000-10-08,2000,10,23.43,0.08,47.2,19.6,Normal,Mumbai,Autumn
2000-10-09,2000,10,22.4,0.46,63.6,25.7,Normal,Mumbai,Autumn
2000-10-10,2000,10,24.8,0.18,79.9,7.7,Normal,Mumbai,Autumn
2000-10-11,2000,10,25.3,3.58,59.8,10.4,Normal,Mumbai,Autumn
2000-10-12,2000,10,23.74,5.12,73.1,26.3,Normal,Mumbai,Autumn
2000-10-13,2000,10,26.15,0.32,49.4,14.6,Normal,Mumbai,Autumn
2000-10-14,2000,10,21.83,1.33,53.5,5.6,Normal,Mumbai,Autumn
2000-10-15,2000,10,24.76,2.21,36.6,5.8,Normal,Mumbai,Autumn
2000-10-16,2000,10,22.68,0.32,63.7,3.1,Normal,Mumbai,Autumn
2000-10-17,2000,10,26.05,0.25,51.1,1.0,Normal,Mumbai,Autumn
2000-10-18,2000,10,26.34,0.01,66.0,5.2,Normal,Mumbai,Autumn
2000-10-19,2000,10,22.08,0.64,55.0,2.8,Normal,Mumbai,Autumn
2000-10-20,2000,10,22.29,2.76,80.2,8.2,Normal,Mumbai,Autumn
2000-10-21,2000,10,24.28,2.8,77.9,12.2,Normal,Mumbai,Autumn
2000-10-22,2000,10,22.3,0.16,37.0,23.2,Normal,Mumbai,Autumn
2000-10-23,2000,10,22.7,0.27,65.9,20.4,Normal,Mumbai,Autumn
2000-10-24,2000,10,22.69,0.63,52.6,3.1,Normal,Mumbai,Autumn
2000-10-25,2000,10,19.66,1.82,66.5,27.4,Normal,Mumbai,Autumn
2000-10-26,2000,10,22.41,1.14,46.6,27.4,Normal,Mumbai,Autumn
2000-10-27,2000,10,21.28,0.87,74.4,28.6,Normal,Mumbai,Autumn
2000-10-28,2000,10,21.47,1.08,70.3,8.4,Normal,Mumbai,Autumn
2000-10-29,2000,10,24.27,0.12,45.9,9.5,Normal,Mumbai,Autumn
2000-10-30,2000,10,20.11,0.78,58.2,11.4,Normal,Mumbai,Autumn
2000-10-31,2000,10,23.12,5.8,61.6,4.0,Normal,Mumbai,Autumn
2000-11-01,2000,11,21.38,0.11,67.2,22.4,Normal,Mumbai,Autumn
2000-11-02,2000,11,21.27,0.88,59.9,7.5,Normal,Mumbai,Autumn
2000-11-03,2000,11,22.78,0.42,67.9,6.7,Normal,Mumbai,Autumn
2000-11-04,2000,11,22.01,0.93,59.3,24.4,Normal,Mumbai,Autumn
2000-11-05,2000,11,22.26,1.02,66.1,9.1,Normal,Mumbai,Autumn
2000-11-06,2000,11,22.76,1.03,46.3,10.0,Normal,Mumbai,Autumn
2000-11-07,2000,11,20.72,2.29,59.7,14.3,Normal,Mumbai,Autumn
2000-11-08,2000,11,20.21,0.59,71.5,17.2,Normal,Mumbai,Autumn
2000-11-09,2000,11,19.41,0.87,74.1,6.1,Normal,Mumbai,Autumn
2000-11-10,2000,11,19.72,0.01,61.7,5.9,Normal,Mumbai,Autumn
2000-11-11,2000,11,25.29,1.87,59.0,6.6,Normal,Mumbai,Autumn
2000-11-12,2000,11,22.66,0.36,73.7,5.8,Normal,Mumbai,Autumn
2000-11-13,2000,11,18.68,2.04,59.0,18.9,Normal,Mumbai,Autumn
2000-11-14,2000,11,18.65,0.37,71.4,4.9,Normal,Mumbai,Autumn
2000-11-15,2000,11,21.28,0.01,58.9,36.1,Normal,Mumbai,Autumn
2000-11-16,2000,11,21.3,0.2,60.4,16.9,Normal,Mumbai,Autumn
2000-11-17,2000,11,21.23,5.1,49.0,12.3,Normal,Mumbai,Autumn
2000-11-18,2000,11,19.95,0.46,47.5,19.5,Normal,Mumbai,Autumn
2000-11-19,2000,11,20.08,0.14,69.8,7.7,Normal,Mumbai,Autumn
2000-11-20,2000,11,20.69,0.15,77.2,10.6,Normal,Mumbai,Autumn
2000-11-21,2000,11,20.26,0.45,61.1,25.4,Normal,Mumbai,Autumn
2000-11-22,2000,11,16.74,0.05,58.3,6.3,Normal,Mumbai,Autumn
2000-11-23,2000,11,19.67,0.86,70.2,13.0,Normal,Mumbai,Autumn
2000-11-24,2000,11,18.68,0.29,63.4,4.7,Normal,Mumbai,Autumn
2000-11-25,2000,11,20.16,0.88,36.0,29.3,Normal,Mumbai,Autumn
2000-11-26,2000,11,24.32,0.18,69.9,50.9,Normal,Mumbai,Autumn
2000-11-27,2000,11,20.35,0.67,46.6,10.5,Normal,Mumbai,Autumn
2000-11-28,2000,11,19.27,1.09,59.9,14.1,Normal,Mumbai,Autumn
2000-11-29,2000,11,21.08,0.08,55.6,16.9,Normal,Mumbai,Autumn
2000-11-30,2000,11,20.38,0.61,53.6,15.8,Normal,Mumbai,Autumn
2000-12-01,2000,12,20.24,0.43,60.5,54.2,Normal,Mumbai,Winter
2000-12-02,2000,12,20.48,0.33,68.9,8.0,Normal,Mumbai,Winter
2000-12-03,2000,12,22.62,1.11,60.3,20.9,Normal,Mumbai,Winter
2000-12-04,2000,12,17.8,1.07,74.1,0.6,Normal,Mumbai,Winter
2000-12-05,2000,12,20.17,1.2,75.3,4.0,Normal,Mumbai,Winter
2000-12-06,2000,12,18.04,0.21,75.2,13.6,Normal,Mumbai,Winter
2000-12-07,2000,12,20.24,0.4,59.4,7.4,Normal,Mumbai,Winter
2000-12-08,2000,12,18.0,,55.2,39.7,Normal,Mumbai,Winter
2000-12-09,2000,12,18.73,0.93,59.7,2.9,Normal,Mumbai,Winter
2000-12-10,2000,12,18.89,0.74,71.3,11.1,Normal,Mumbai,Winter
2000-12-11,2000,12,20.77,0.48,70.7,7.8,Normal,Mumbai,Winter
2000-12-12,2000,12,20.67,1.85,34.0,5.9,Normal,Mumbai,Winter
2000-12-13,2000,12,17.41,0.12,63.1,42.7,Normal,Mumbai,Winter
2000-12-14,2000,12,19.35,4.42,36.3,15.9,Normal,Mumbai,Winter
2000-12-15,2000,12,18.19,0.15,59.8,13.6,Normal,Mumbai,Winter
2000-12-16,2000,12,17.36,1.78,54.7,20.5,Normal,Mumbai,Winter
2000-12-17,2000,12,18.92,0.55,51.6,6.9,Normal,Mumbai,Winter
2000-12-18,2000,12,18.78,2.41,68.5,8.2,Normal,Mumbai,Winter
2000-12-19,2000,12,22.88,0.09,53.5,8.0,Normal,Mumbai,Winter
2000-12-20,2000,12,19.89,0.56,59.9,21.2,Normal,Mumbai,Winter
2000-12-21,2000,12,17.18,0.49,50.7,15.2,Normal,Mumbai,Winter
2000-12-22,2000,12,18.41,5.98,60.7,14.3,Normal,Mumbai,Winter
2000-12-23,2000,12,,5.08,69.6,22.1,Normal,Mumbai,Winter
2000-12-24,2000,12,22.41,0.25,51.2,5.1,Normal,Mumbai,Winter
2000-12-25,2000,12,16.91,1.19,66.4,4.3,Normal,Mumbai,Winter
2000-12-26,2000,12,16.48,0.92,60.6,21.8,Normal,Mumbai,Winter
2000-12-27,2000,12,22.13,0.2,60.5,12.9,Normal,Mumbai,Winter
2000-12-28,2000,12,19.93,0.22,56.5,16.9,Normal,Mumbai,Winter
2000-12-29,2000,12,18.06,5.44,67.7,21.0,Normal,Mumbai,Winter
2000-12-30,2000,12,20.19,0.72,66.7,23.3,Normal,Mumbai,Winter
2000-12-31,2000,12,15.46,0.16,58.7,25.7,Normal,Mumbai,Winter
2001-01-01,2001,1,,0.29,62.0,27.8,Normal,Mumbai,Winter
2001-01-02,2001,1,19.98,0.37,,18.1,Normal,Mumbai,Winter
2001-01-03,2001,1,20.91,0.86,65.4,6.3,Normal,Mumbai,Winter
2001-01-04,2001,1,18.03,0.49,56.9,7.9,Normal,Mumbai,Winter
2001-01-05,2001,1,19.72,0.73,71.7,5.3,Normal,Mumbai,Winter
2001-01-06,2001,1,18.24,0.22,68.6,23.0,Normal,Mumbai,Winter
2001-01-07,2001,1,20.05,0.47,81.1,15.8,Normal,Mumbai,Winter
2001-01-08,2001,1,18.37,0.09,44.3,7.9,Normal,Mumbai,Winter
2001-01-09,2001,1,19.15,2.65,67.0,13.3,Normal,Mumbai,Winter
2001-01-10,2001,1,18.32,0.27,71.5,7.1,Normal,Mumbai,Winter
2001-01-11,2001,1,20.84,1.7,70.1,10.4,Normal,Mumbai,Winter
2001-01-12,2001,1,21.2,0.52,57.5,20.8,Normal,Mumbai,Winter
2001-01-13,2001,1,19.62,0.77,46.4,13.3,Normal,Mumbai,Winter
2001-01-14,2001,1,20.08,0.41,75.4,5.9,Normal,Mumbai,Winter
2001-01-15,2001,1,17.91,1.43,55.2,13.1,Normal,Mumbai,Winter
2001-01-16,2001,1,19.69,2.23,57.0,41.0,Normal,Mumbai,Winter
2001-01-17,2001,1,20.13,0.4,80.7,8.8,Normal,Mumbai,Winter
2001-01-18,2001,1,24.2,0.33,47.3,13.8,Normal,Mumbai,Winter
2001-01-19,2001,1,18.67,1.37,68.2,4.8,Normal,Mumbai,Winter
2001-01-20,2001,1,22.61,0.26,52.5,8.3,Normal,Mumbai,Winter
2001-01-21,2001,1,21.98,1.23,52.2,7.5,Normal,Mumbai,Winter
2001-01-22,2001,1,20.98,0.12,61.7,12.1,Normal,Mumbai,Winter
2001-01-23,2001,1,23.27,1.16,66.8,28.8,Normal,Mumbai,Winter
2001-01-24,2001,1,21.27,0.86,69.5,36.0,Normal,Mumbai,Winter
2001-01-25,2001,1,21.37,0.15,70.8,3.9,Normal,Mumbai,Winter
2001-01-26,2001,1,20.79,1.26,52.9,17.4,Normal,Mumbai,Winter
2001-01-27,2001,1,22.79,0.71,48.6,16.9,Normal,Mumbai,Winter
2001-01-28,2001,1,22.68,0.29,56.6,36.3,Normal,Mumbai,Winter
2001-01-29,2001,1,20.19,0.52,63.5,18.4,Normal,Mumbai,Winter
2001-01-30,2001,1,19.23,0.81,57.9,9.9,Normal,Mumbai,Winter
2001-01-31,2001,1,21.0,0.12,30.0,11.5,Normal,Mumbai,Winter
2001-02-01,2001,2,20.2,3.79,41.7,20.6,Normal,Mumbai,Winter
2001-02-02,2001,2,21.4,1.31,57.6,23.9,Normal,Mumbai,Winter
2001-02-03,2001,2,23.44,0.13,68.6,11.1,Normal,Mumbai,Winter
2001-02-04,2001,2,21.0,2.08,51.0,14.0,Normal,Mumbai,Winter
2001-02-05,2001,2,21.72,0.47,67.3,2.8,Normal,Mumbai,Winter
2001-02-06,2001,2,21.97,1.09,45.0,0.5,Normal,Mumbai,Winter
2001-02-07,2001,2,23.26,0.39,62.6,24.3,Normal,Mumbai,Winter
